Autosomes 1_19,Mitochondrial M,Sex XY,Bgd_Si 350 MeV/n_4,FociPerGy_Si 350 MeV/n_4,Bgd_Si 350 MeV/n_8,FociPerGy_Si 350 MeV/n_8,Bgd_Si 350 MeV/n_24,FociPerGy_Si 350 MeV/n_24,Bgd_Si 350 MeV/n_48,FociPerGy_Si 350 MeV/n_48,Bgd_Ar 350 MeV/n_4,FociPerGy_Ar 350 MeV/n_4,Bgd_Ar 350 MeV/n_8,FociPerGy_Ar 350 MeV/n_8,Bgd_Ar 350 MeV/n_24,FociPerGy_Ar 350 MeV/n_24,Bgd_Ar 350 MeV/n_48,FociPerGy_Ar 350 MeV/n_48,Bgd_Fe 600 MeV/n_4,FociPerGy_Fe 600 MeV/n_4,Bgd_Fe 600 MeV/n_8,FociPerGy_Fe 600 MeV/n_8,Bgd_Fe 600 MeV/n_24,FociPerGy_Fe 600 MeV/n_24,Bgd_Fe 600 MeV/n_48,FociPerGy_Fe 600 MeV/n_48,Bgd_X-ray_4,FociPerGy_X-ray_4,Bgd_X-ray_24,FociPerGy_X-ray_24,Bgd_X-ray_48,FociPerGy_X-ray_48
1,0,0,0.028941825,0.87256737,0.009409014,0.506882282,0.122298325,0.173576004,0.733973601,0.571205573,0.357313417,0.849175735,0.107198586,0.578405298,0.981640374,0.127656909,0.134546902,0.981795304,0.269195058,0.631593255,0.518989836,0.303086281,0.514272443,0.281972779,0.078983634,0.423681601,0.828656142,0.986322213,0.585650566,0.836988075,0.690335338,0.718730685
1,0,0,0.924321736,0.193214921,0.501045763,0.692118088,0.739531056,0.793679327,0.987365743,0.122694102,0.865987254,0.406175122,0.729954432,0.096255746,0.580728541,0.406175122,0.228351015,0.31772159,0.612551379,0.813569436,0.080069778,0.143903914,0.353160248,0.813569436,0.097545663,0.201968821,0.264025449,0.278371531,0.006759047,0.335649454,0.171166775,0.234794262
1,0,0,0.004159837,0.531961885,0.000606261,0.192483024,0.019914413,0.195031102,0.297267917,0.405423087,0.031898609,0.32429473,0.0118424,0.841673962,0.438705906,0.150023053,0.379076648,0.308709796,0.60557208,0.581101951,0.605366357,0.219385278,0.783826454,0.743165831,0.45801797,0.201665214,0.247288634,0.14516052,1.0,0.486100749,0.099302509,0.278275945
1,0,0,0.334645654,0.325694569,0.549106437,0.956543764,0.139315912,0.435959286,0.252631078,0.221888422,0.464223253,0.622838084,0.287044962,0.889136488,0.876621297,0.004313019,0.118627776,0.820069538,0.058335353,0.449212453,0.321431136,0.633267111,0.141122739,0.622838084,0.127767439,0.87755299,0.152705809,0.725998383,0.012225642,0.562596767,0.581707515,0.851341221
1,0,0,0.235780923,0.23903708,0.020213167,0.169703533,0.542506978,0.076417792,0.167357607,0.095989623,0.741995118,0.851634759,0.491216757,0.486577413,0.64271596,0.477254415,0.616052628,0.97016081,0.549327511,0.839920132,0.192574259,0.000701383,0.414631431,0.125110709,0.246155591,0.440958314,0.067917285,0.935207139,0.008330055,0.870831735,0.169526039,0.845290657
1,0,0,0.179589997,0.045206227,0.681443998,0.27227524,0.187384469,0.698534166,0.974804424,0.618962727,0.0472264,0.694754361,0.108743348,0.558414359,0.473913915,0.168851242,0.676014189,0.178344646,0.97618886,0.032804081,0.958319514,0.000643496,0.446600447,0.006441561,0.204748406,0.006754777,0.578940844,0.266107784,0.366844765,0.18967597,0.332299533,0.163044757
1,0,0,0.12600504,0.401555393,0.380299618,0.822127651,0.16422778,0.889269903,0.60001921,0.513976386,0.118176833,0.910251599,0.073450735,0.441318457,0.819941504,0.049909728,0.678840403,0.183742325,0.694057739,0.123956068,0.534320913,0.05783183,0.901143319,0.114028087,0.087776658,0.033040295,0.929318475,0.502851605,0.194854517,0.516998538,0.617564223,0.338521549
1,0,0,0.025409956,0.726057984,0.002715119,0.187472389,0.024239047,0.40775997,0.799144876,0.94928968,0.252245352,0.597872719,0.081987852,0.710177099,0.993026744,0.017520282,0.042514432,0.68457419,0.053352384,0.278096728,0.930295304,0.004994609,0.2521135,0.044495783,0.28237728,0.585894708,0.72576101,0.729544977,0.464068202,0.227196818,0.528954704,0.527852
1,0,0,0.539550861,0.017157855,0.844363996,0.222690476,0.258963973,0.358989587,0.196120952,0.825208888,0.314956934,0.31772159,0.433953872,0.255382531,0.993879645,0.034164053,0.61791799,0.969663442,0.246607261,0.497899372,0.606981323,0.027999662,0.62881532,0.186085188,0.123114556,0.303086281,0.431289504,0.628910092,0.121713058,0.766764463,1.0,0.925746246
1,0,0,0.723363261,0.487662004,0.072744901,0.360655122,0.458790157,0.25218537,0.792181201,0.537010476,0.622944598,0.35567951,0.788004727,0.288290084,0.920440082,0.884962243,0.914313457,0.170539484,0.683773637,0.08968745,0.295599758,2.68e-06,0.639247194,0.002736323,0.199486803,0.00763738,0.59366748,0.056357458,0.047612413,0.042348447,0.536214631,0.058637045
1,0,0,0.197605784,0.678382413,0.522244772,0.675604514,0.232298294,0.544280696,0.871183839,0.150445724,0.085046424,0.043618792,0.166758923,0.074961799,0.810239843,0.238609261,0.285366068,0.086656948,0.727943695,0.280631318,0.567350666,0.011885664,0.868442375,0.126354039,0.263683614,0.059828169,0.494986836,0.006932946,0.008588221,0.052224399,0.913028725,0.056912905
1,0,0,0.004341598,0.369612639,0.000662658,0.166941375,0.025585876,0.13500827,0.455190661,0.555310105,0.035527068,0.419341801,0.023773969,0.705299048,0.784395523,0.237245959,0.139842897,0.379207605,0.379590269,0.515769982,0.87972144,0.292790218,0.982763181,0.802836483,0.185253965,0.129613426,0.505359352,0.10775275,0.616106228,0.536127468,0.152341459,0.327632885
1,0,0,0.209444131,0.133171561,0.697794757,0.307768485,0.235730538,0.78663967,0.69260419,0.840635142,0.052884872,0.860386803,0.191577724,0.759443851,0.798000838,0.305242178,0.604058041,0.236814049,0.655321882,0.027218947,0.717925739,0.000253861,0.69855108,0.003492243,0.05051619,0.001663537,0.873621359,0.192434962,0.107066127,0.310784071,0.501194304,0.235113312
1,0,0,0.18784491,0.112323195,0.058836808,0.246867989,0.29210572,0.087576547,0.014685169,0.046534741,0.432054965,0.320175204,0.19986901,0.384149779,0.18574319,0.720784785,0.214662013,0.926809287,0.136419541,1.0,0.120684909,0.00101707,0.251029004,0.184726395,0.062774742,0.171274599,0.084025477,0.613742841,0.037638346,0.884189228,0.317071848,0.866524017
1,0,0,0.114611805,0.878140619,0.256534369,0.919734416,0.13434221,0.909046983,0.643110996,0.401353315,0.113031188,0.579119271,0.156206249,0.348021619,0.88268281,0.094211565,0.079763974,0.410428215,0.192625093,0.447759827,0.32904222,0.04994093,0.46833685,0.28032717,0.029153007,0.042766729,0.323852286,0.145747722,0.006982275,0.497186811,0.966263101,0.309485799
1,0,0,0.192069131,0.038294145,0.971490851,0.469085445,0.405999493,0.635462965,0.720727883,0.357442927,0.113002382,0.940028163,0.315752235,0.388264385,0.735956747,0.176164254,0.839577901,0.187262294,0.939505041,0.032183067,0.742064383,0.000685661,0.428007063,0.004919578,0.122898932,0.002937367,0.650457906,0.172734533,0.390494388,0.102956559,0.502379455,0.120152348
1,0,0,0.344975413,0.29171614,0.837643578,0.662326904,0.354144459,0.358286771,0.102928381,0.438296392,0.845857586,0.235482731,0.773806746,0.860280977,0.504281551,0.003211721,0.05278249,0.79497165,0.036009974,0.39634188,0.136429833,0.656726745,0.130192086,0.644635382,0.064152067,0.926544391,0.099049564,0.933027533,0.011260499,0.815398796,0.370198651,0.96276334
1,0,0,0.271600316,0.130279072,0.022044959,0.164281298,0.6045281,0.080697078,0.283566608,0.133843855,0.795534178,0.967010726,0.651699838,0.601955364,0.847539745,0.357146031,0.867174373,0.901252766,0.776187268,0.862086046,0.303455318,0.001055444,0.575334156,0.18024766,0.493064258,0.734410047,0.19825477,0.941655356,0.03111372,0.673678829,0.232276861,0.7279926
1,0,0,0.048007823,0.072401885,0.01641805,0.121970614,0.208626683,0.299322022,0.215538737,0.740180773,0.205492623,0.055034192,0.11832483,0.045989699,0.831671265,0.805488594,0.395096236,0.222214334,0.992623647,0.949108077,0.941008506,0.602827378,0.95577131,0.654751995,0.554218295,0.405265242,0.542606949,0.022443911,0.419177017,0.095726828,0.556465611,0.072493921
1,0,0,0.169899181,0.057984516,0.08405443,0.147051127,0.442570631,0.476993926,0.115394376,0.722500702,0.345879456,0.02000244,0.154678568,0.025862603,0.517702806,0.891204207,0.838829883,0.208432417,0.637324031,0.992725013,0.941015063,0.602827378,0.781537573,0.628566027,0.817289689,0.552792503,0.403852842,0.025184804,0.585367022,0.089190291,0.61480941,0.070238652
1,0,0,0.922041865,0.825462629,0.32339917,0.662778495,0.695460249,0.289225553,0.992899815,0.258553824,0.979850333,0.182230673,0.993282446,0.055564864,0.892843977,0.379703209,0.833207967,0.272524108,0.973128244,0.913572773,0.188597075,0.017154573,0.787570813,0.407641781,0.484691355,0.295238502,0.52770399,0.0578175,0.018498207,0.0401797,0.299460508,0.052904401
1,0,0,0.869591814,0.822025182,0.578849482,0.993759168,0.863439424,0.359749686,0.724929602,0.11251368,0.603993476,0.07163231,0.463215298,0.024006631,0.733225659,0.34936697,0.99408573,0.259091254,0.905602641,0.865705235,0.397879861,0.015930553,0.7896102,0.430734106,0.678190931,0.430734106,0.62080833,0.10307258,0.018833786,0.089687145,0.504038452,0.086565685
1,0,0,0.720598472,0.296709152,0.027696661,0.854881531,0.169124764,0.242076897,0.529993493,0.633458911,0.792992498,0.85830486,0.307850137,0.77739786,0.747142161,1.0,0.54845672,0.164367815,0.514073379,0.142614402,0.235744343,5.61e-05,0.453255303,0.005191269,0.388544942,0.014340676,0.953766136,0.03699512,0.239753626,0.004652519,0.440930885,0.041876982
1,0,0,0.246140588,0.165439451,0.003273534,0.784461129,0.094245665,0.081537593,0.053534718,0.803735592,0.187670746,0.216977963,0.053630991,0.817687792,0.284844063,0.498425045,0.750577204,0.938759036,0.598086474,1.0,0.069513797,0.005138567,0.614338367,0.16435849,0.257844342,0.441550766,0.150687704,0.628910092,0.067281875,0.230218095,0.072306615,0.593193233
1,0,0,0.908613972,0.857999398,0.135645359,0.416704315,0.313221404,0.289532756,0.341450346,0.501392256,0.458971966,0.631423263,0.435661374,0.157128493,0.601478119,0.411573332,0.579834067,0.270653064,0.802953993,0.877084211,0.098111849,0.029488485,0.719845038,0.336454611,0.242292927,0.176379858,0.527235152,0.036226442,0.039372953,0.008869176,0.157832981,0.044923567
1,0,0,0.972555465,0.965700492,0.306092982,0.55264669,0.043263827,0.535379534,0.547061005,0.119550009,0.153572089,0.252322227,0.069666289,0.686894583,0.175574107,0.341476423,0.463014864,0.833981505,0.980697079,0.698793223,0.058999745,0.114096369,0.790140523,0.259064851,0.053990873,0.021134275,0.972395478,0.279621685,0.849128015,0.093741741,0.267994662,0.215915417
1,0,0,0.728108194,0.150645617,0.965340107,0.091318241,0.185052051,0.49561214,0.552512646,0.856325364,0.121395648,0.575300882,0.162253134,0.090514383,0.110225279,0.923858427,0.04969412,0.869849118,0.370656978,0.255434019,0.022571001,0.784761534,0.338485585,0.381223837,0.053054541,0.373796292,0.351370406,0.248265085,0.164651166,0.254594301,0.100407349,0.346901126
1,0,0,0.616736801,0.16461985,0.873095492,0.166172251,0.957536308,0.543282165,0.418223395,0.515988021,0.461530119,0.049329335,0.334813602,0.416420795,0.724375177,0.327966224,0.966894514,0.023385543,0.724314437,0.440512288,0.589329903,0.279262931,0.701105323,0.338318081,0.900961439,0.13922484,0.791004808,0.007315377,0.101556217,0.020244451,0.818806368,0.026395599
1,0,0,0.464648398,0.507416128,0.911402246,0.577778479,0.390674412,0.297186904,0.312689242,0.166693741,0.103138577,0.002568229,0.129346367,0.05390383,0.267349876,0.422436188,0.530968864,0.030776158,0.468710989,0.238236181,0.797358049,0.020561203,0.531020274,0.118912913,0.551112934,0.226398226,0.747660436,0.002257121,0.061448017,0.008344899,0.678111469,0.015342093
1,0,0,0.664626456,0.251178732,0.947825131,0.105142621,0.222911196,0.566436459,0.799783314,0.583666993,0.160691084,0.678086212,0.274489877,0.137698443,0.264421771,0.926542078,0.184910797,1.0,0.63629282,0.241048188,0.05154318,0.622691425,0.500032906,0.301778157,0.177497291,0.590410728,0.671424444,0.310248897,0.406140698,0.190237004,0.155496295,0.310248897
1,0,0,0.969374831,0.857185684,0.286707464,0.59074401,0.053700191,0.577264752,0.686800588,0.058655469,0.181244504,0.293563585,0.100579516,0.845413415,0.281603331,0.41367394,0.822439792,0.736210004,0.706200642,0.722870873,0.098452647,0.169054817,0.673145913,0.345839028,0.129421497,0.039767686,0.763448714,0.316972082,0.800807805,0.067729554,0.356167585,0.209896361
1,0,0,0.727869806,0.364729057,0.454397618,0.101793513,0.121514402,0.951383812,0.107476586,0.841424925,0.009535791,0.048323885,0.037189259,0.320219359,0.04992876,0.406404244,0.015833789,0.154866055,0.073642537,0.00363333,0.007257913,0.063382646,0.037141825,0.007383154,0.092634066,0.214719058,0.051932473,0.497688382,0.120121608,0.700648611,0.009268078,0.57011803
1,0,0,0.181181976,0.034539089,0.105335208,0.069044242,0.678648422,0.401654523,0.262368677,0.784811102,0.513619228,0.054860081,0.403883997,0.033308848,0.942137178,0.964299941,0.424465299,0.238063448,0.92768617,0.992857758,0.676117541,0.660664214,0.971044179,0.660664214,0.650093819,0.38365058,0.689996216,0.013721285,0.35042581,0.079681707,0.858304362,0.072493921
1,0,0,0.663892725,0.788618424,0.097946109,0.453660888,0.021328901,0.81704474,0.189142114,0.279395737,0.017565507,0.009374671,0.004770458,0.931443259,0.024179242,0.823009623,0.096705712,0.168677374,0.278168628,0.343985168,0.00527041,0.79633946,0.274402261,0.581917205,0.136625703,0.958833492,0.055183916,0.580407222,0.223891536,0.768130372,0.030942543,0.428166929
1,0,0,0.748089923,0.212573968,0.937945647,0.344958609,0.459532287,0.7776084,0.212764799,0.136513444,0.036106703,0.230884441,0.194486223,0.054860081,0.072422433,0.34538183,0.006652446,0.086530904,0.040257774,0.001584484,0.014202117,0.079897406,0.008726632,0.00147506,0.062901003,0.145751722,0.015323145,0.207739305,0.017236582,0.165376259,0.015715898,0.33456808
1,0,0,0.46865332,0.171605759,0.260451956,0.175143708,0.10165511,0.884677297,0.046006995,0.437878956,0.002064689,0.033494171,0.006874747,0.239603064,0.012358241,0.571384351,0.004862693,0.04809813,0.046867471,0.004278805,0.006201907,0.13354381,0.028058071,0.011960356,0.01966417,0.615579059,0.041348763,0.609163848,0.055876717,0.500825075,0.012948849,0.467073439
1,0,0,0.796877386,0.333703256,0.931631064,0.647063694,0.524573225,0.243433048,0.931615444,0.065106539,0.233915045,0.01327299,0.285550593,0.065016766,0.563142291,0.538840924,0.738836485,0.042762302,0.918706867,0.405763514,0.951144452,0.013810202,0.913313445,0.093138278,0.487806349,0.065016766,0.926963664,0.00203072,0.030714841,0.012471493,0.987806705,0.011917685
1,0,0,0.715453085,0.730057006,0.451555295,0.568057356,0.680279416,0.218904089,0.456228934,0.536508381,0.034222982,0.010285132,0.240104095,0.35746702,0.268127237,0.863382214,0.255277598,0.006918196,0.177906711,0.00283535,0.610598751,3.91e-06,0.117774428,9.13e-05,0.934404997,0.00312546,0.570440887,0.000681415,0.164814725,0.002455402,0.383237116,0.007560448
1,0,0,0.916781718,0.574964423,0.245658895,0.916751613,0.693039047,0.633687954,0.317908434,0.789457852,0.158650302,0.104773143,0.255614521,0.630077627,0.624939992,0.991074344,0.473719241,0.00081338,0.223675728,0.002959947,0.846606381,0.000178512,0.133349589,8.56e-05,0.593145923,0.000393335,0.461480106,0.005969979,0.366095414,0.00340953,0.736785427,0.010036157
1,0,0,0.715737109,0.668168343,0.038430522,0.365900623,0.168917236,0.924714549,0.730851017,0.989239492,0.75290523,0.498432059,0.09482492,0.136841907,0.155635076,0.178519416,0.274599371,0.053547147,0.777344085,0.020031767,0.23930324,9.07e-08,0.375159095,0.000126902,0.319327495,0.002076058,0.300248301,0.000558806,0.207381073,0.003489905,0.259370149,0.006098307
1,0,0,0.421440411,0.034293193,0.353923441,0.01241524,0.111086635,0.240256955,0.065775762,0.455702713,0.002397979,0.134282215,0.004006109,0.077952877,0.002873592,0.63253599,0.000292132,0.396343748,0.038833545,0.029866625,0.022571001,0.520596965,0.070135775,0.134282215,0.052214507,0.753439117,0.021926306,0.575223873,0.347667331,0.927660696,0.004583621,0.596089992
1,0,0,0.45417591,0.326935057,0.217454784,0.337198599,0.233577353,0.064867062,0.783967657,0.759839693,0.090071587,0.441598477,0.036212588,0.095789218,0.027003605,0.146688186,0.023762109,0.704035876,0.435627518,0.853175044,0.211951952,0.131101589,0.565363876,0.837923905,0.359811259,0.914673856,0.087099513,0.942377012,0.899810512,0.79622636,0.075926186,0.67174758
1,0,0,0.986396244,0.06647101,0.85791513,0.356965041,0.811328934,0.596669823,0.979591129,0.140257095,0.604275501,0.080609435,0.252129724,0.411774001,0.840991103,0.357146031,0.498245059,0.026896706,0.933360656,0.734410047,0.603998893,0.284058212,0.873767191,0.348497017,0.235239216,0.052890615,0.922649167,0.017550208,0.082381793,0.033238311,0.676200131,0.020713377
1,0,0,0.937557068,0.829572899,0.296255757,0.316711202,0.721181603,0.212883768,0.559687961,0.408304543,0.056095267,0.013842559,0.329215267,0.332757973,0.293953645,0.776381169,0.244225007,0.010828253,0.142085114,0.002631788,0.430896935,3.73e-07,0.080683003,4.9e-05,0.915119828,0.000852523,0.301319481,0.00090466,0.198182808,0.003787043,0.234767758,0.009285678
1,0,0,0.462090545,0.512345716,0.009109065,0.75586823,0.143408627,0.873408088,0.585089156,0.665652601,0.516176994,0.600978315,0.039085996,0.098807176,0.119166486,0.118037609,0.31240693,0.118037609,0.613456513,0.018297047,0.444129396,1e-08,0.211921452,0.00011254,0.168248946,0.000201736,0.730972087,0.000527918,0.291476716,0.007465583,0.548557939,0.007098858
1,0,0,0.992623153,0.379794331,0.300452237,0.992618927,0.831604016,0.753040481,0.300341552,0.860563362,0.140060575,0.101763125,0.174035267,0.37602349,0.537185926,0.809221113,0.375829096,0.002035855,0.20717945,0.007503643,0.99285864,0.004100229,0.165590109,0.000908463,0.54905601,0.000748709,0.317447155,0.013974754,0.582606426,0.006981867,0.718834889,0.013974754
1,0,0,0.863643133,0.293702244,0.210341935,0.784990874,0.800613733,0.769381338,0.332052767,0.975823794,0.169581162,0.121445689,0.212405793,0.430125056,0.552336452,0.883836939,0.380517411,0.003586641,0.191617378,0.007833878,0.853052071,0.003816808,0.128502146,0.001102178,0.465016083,0.000437593,0.18522288,0.012849949,0.645801704,0.006275341,0.599064929,0.014701335
1,0,0,0.076613364,0.003352929,0.003495573,0.42098034,0.089117003,0.408696184,0.075388054,0.154179626,0.005349732,0.525367533,0.009592695,0.27495309,0.010988871,0.569944609,0.008512043,0.588259917,0.496677722,0.713281644,0.269459122,0.064060295,0.845278178,0.286971366,0.001840499,0.001689678,0.899878826,0.024738626,0.463981093,0.09478547,0.148826863,0.027828952
1,0,0,0.41181005,0.213011256,0.202947404,0.174487512,0.318709778,0.741350753,0.037618123,0.0667917,0.011995891,0.618860635,0.001838931,0.001029177,0.012494005,0.344146158,0.002769787,0.268817055,0.130843756,0.153657278,0.174212667,0.141382823,0.260290541,0.629074936,0.093490919,0.767629729,0.066583941,0.110004464,0.124562721,0.660747406,0.090980363,0.357949097
1,0,0,0.892947953,0.221872843,0.595862109,0.95579959,0.536936312,0.231605248,0.793876945,0.030696192,0.371457888,0.017890594,0.430321864,0.059038508,0.641449059,0.628099355,0.78104803,0.077505737,0.798380349,0.416068492,0.792503334,0.010582262,0.763803191,0.100333366,0.332619765,0.024886163,0.665785443,0.002158415,0.038888839,0.016425125,0.703010976,0.014898899
1,0,0,0.884909766,0.435087489,0.212375317,0.688492272,0.867351639,0.631742509,0.349507481,0.902521402,0.172564594,0.104704331,0.213499911,0.706811644,0.505612688,1.0,0.394579629,0.001829701,0.179402459,0.004177922,0.810151637,0.000133923,0.101564965,0.000211035,0.533964315,0.000211035,0.207285174,0.008819657,0.489022739,0.005319516,0.512138048,0.012116592
1,0,0,0.991115994,0.545941115,0.237899334,0.93785348,0.696742673,0.600376277,0.361082155,0.815125199,0.176024527,0.1146357,0.265686189,0.52547427,0.608011605,0.974298774,0.451326712,0.001171097,0.251737148,0.004516909,0.887085677,0.000262779,0.137676948,0.000150364,0.519697055,0.000361676,0.407516466,0.006880654,0.414805332,0.003391299,0.766571387,0.008819657
1,0,0,0.701237991,0.013356329,0.544987876,0.50052349,0.932059242,0.75224481,0.972790877,0.140257095,0.824808528,0.152764958,0.349942868,0.690808014,0.980376116,0.340999643,0.4654775,0.062322432,0.941158711,0.851955145,0.742767463,0.586351452,0.902099469,0.500032086,0.117360367,0.030080776,0.581024836,0.032788271,0.170865471,0.043850332,0.73184392,0.034451069
1,0,0,0.835735902,0.142335378,0.750986909,0.072251115,0.47515882,0.474614067,0.299916674,0.785648905,0.023884575,0.04007635,0.079299603,1.0,0.041409019,0.68157344,0.02119185,0.049923792,0.062260326,0.004817052,0.147356789,3.53e-05,0.056321253,0.001497821,0.392361693,0.015133433,0.119218173,0.097262288,0.918816851,0.148444247,0.086660394,0.148444247
1,0,0,0.384101463,0.392312345,0.251593681,0.926636126,0.645313836,0.059510324,0.121498258,0.004100048,0.886815133,0.303284241,1.0,0.188481111,0.880566743,0.19940422,0.271590648,0.66645799,0.367180524,0.465636515,0.757609191,0.188481111,0.307580123,0.832500571,0.3114604,0.588571222,0.292918201,0.156389993,0.005556821,0.467073439,0.507901922,0.373618195
1,0,0,0.459525727,0.45901001,0.064459397,0.246718897,0.860944091,0.034565831,0.419151977,0.10834478,0.393767262,0.30101178,0.898924348,0.75394667,0.683068509,0.584544261,0.716618109,0.252877796,0.792404121,0.16166084,0.855910417,0.000140862,0.703105741,0.010070894,0.91330658,0.131038553,0.591824543,0.113312085,0.03914402,0.257230625,0.911358416,0.331572438
1,0,0,0.494318696,0.492692949,0.036166473,0.346575168,0.946404718,0.033158215,0.382035803,0.164771356,0.512163824,0.428068248,0.818933544,0.829315287,0.908874402,0.629175899,0.82700135,0.278666652,0.810792066,0.149887382,0.950176206,0.000163429,0.69250741,0.007777347,0.867787788,0.10294799,0.47474856,0.070978757,0.032106155,0.192564464,1.0,0.307479387
1,0,0,0.213888945,0.025563104,0.18430017,0.479956639,0.917505005,0.295569494,0.141781274,0.022136892,0.318296964,0.964299941,0.934920352,0.767600683,0.435233477,0.050267613,0.083052938,0.673718766,0.149018398,0.105008471,0.292259304,0.364210406,0.091436632,0.336198373,0.084751996,0.75394667,0.232691397,0.787986546,0.024181081,0.905839344,0.08751146,0.706436908
1,0,0,0.664977324,0.428166929,0.106886941,0.47205822,0.824995611,0.048415158,0.605798325,0.150640699,0.278472552,0.225268688,0.75682295,0.737315677,0.660898062,0.507830154,0.730749534,0.17148694,0.829681574,0.111598691,0.97252936,0.000293796,0.80963605,0.007872708,0.890540798,0.238702606,0.320207356,0.082097592,0.026022996,0.190202248,0.931424194,0.315958269
1,0,0,0.194893458,0.530384779,0.334528322,0.740458438,0.894620439,0.030110578,0.015407149,0.000553764,0.25942651,0.765200953,0.333059871,0.10275698,0.290622414,0.378530849,0.074208223,0.971980053,0.084841889,0.091801748,0.516518015,0.449193241,0.109864898,0.538202919,0.174272039,0.860573649,0.163022831,0.122169013,0.01719773,0.614626254,0.459742693,0.503842574
1,0,0,0.600791024,0.680074516,0.741562335,0.737737289,0.54390539,0.01498175,0.154701991,0.064960185,0.984844958,0.807701497,0.543216055,0.441539158,0.581729693,0.049436326,0.939390094,0.536044588,0.402972509,0.180062842,0.894075241,0.300769755,0.254319964,0.300769755,0.924320175,0.220386267,0.484776107,0.504539268,0.030703883,0.651618721,0.710318685,0.289775649
1,0,0,0.433043395,0.470634534,0.034379698,0.323083146,0.94007459,0.025409103,0.312611227,0.15014959,0.542465588,0.446986605,0.795146259,0.866989205,0.880929279,0.628964338,0.826068591,0.289471614,0.865157341,0.186722342,0.968111879,0.000203904,0.704304209,0.01021412,0.779794752,0.095793954,0.537542345,0.08452423,0.040332779,0.204657146,0.946340632,0.286575689
1,0,0,0.135707395,0.257911427,0.002715037,0.166320925,0.024758892,0.674160819,0.145386418,0.959568515,0.024816646,0.080346695,0.007254782,0.594110959,0.006818723,0.712296914,0.021447378,0.566000852,0.288908492,0.784761534,0.02651339,0.039552024,0.512998844,0.137936803,0.09571528,0.157348301,0.031789451,0.42366194,0.331370727,0.459259586,0.007809467,0.43240941
1,0,0,0.089605487,0.182801865,0.000817572,0.316781583,0.022968831,0.624989685,0.118373422,0.828850431,0.01482794,0.062606413,0.003734854,0.678811237,0.005464845,0.613874903,0.025605585,0.827226523,0.350327548,0.792216544,0.049137109,0.026351555,0.687394872,0.148216975,0.055772502,0.069449864,0.086348745,0.440173274,0.431905413,0.613006659,0.019991259,0.491043458
1,0,0,0.158150666,0.789963654,0.001496673,0.776517664,0.097571808,0.695447944,0.085718491,0.330026864,0.096364095,0.440049695,0.004523317,0.294804412,0.029922211,0.390336292,0.078823796,0.789747218,0.571024295,0.382390587,0.186014961,2.23e-05,0.988410957,0.016814751,0.167719824,0.046941228,0.08924827,0.071280465,0.120134937,0.29647543,0.117896503,0.24102367
1,0,0,0.267952623,0.913000649,0.006304567,0.408716253,0.108898861,0.674414673,0.131773392,0.535767543,0.17494221,0.542456123,0.012042521,0.350193721,0.040574939,0.492066014,0.0667839,0.516947612,0.453113158,0.363794276,0.096025679,6.26e-05,0.789116287,0.015674574,0.29073493,0.144951493,0.024120564,0.062337245,0.083025881,0.178954983,0.04334669,0.203279458
1,0,0,0.107586623,0.099822081,0.006144571,0.270970835,0.174261529,0.654037948,0.01332884,0.020618671,0.013050678,0.512932478,0.003376019,0.044450942,0.008248061,0.902818153,0.002197945,0.81262104,0.106426339,0.360694201,0.078414557,0.0158386,0.221182526,0.589848479,0.026787229,0.206985007,0.027882884,0.07199659,0.01800547,0.431820108,0.02459473,0.235788898
1,0,0,0.127611569,0.098532613,0.011203605,0.51613266,0.420783556,0.671256886,0.042750079,0.004646919,0.057293087,0.954633131,0.021291019,0.020477783,0.025269207,0.980548633,0.00401261,0.928764738,0.131468359,0.357337187,0.153552674,0.014818227,0.201041978,0.726656564,0.040501261,0.30833477,0.029201324,0.124655129,0.012413172,0.598259829,0.045627233,0.228875043
1,0,0,0.250695579,0.18483825,0.034932367,0.082907232,0.187984697,0.642712625,0.028022894,0.069743602,0.042715916,0.628214798,0.01354743,0.06084696,0.015617237,0.959368707,0.001904175,0.81864957,0.072460683,0.392683123,0.032053303,0.030545566,0.133348682,0.557651916,0.075668252,0.523858354,0.004927562,0.070094955,0.011918253,0.283413734,0.006370757,0.19403379
1,0,0,0.184956613,0.824410452,0.002943487,0.767526672,0.315777259,0.726694555,0.266597852,0.112902408,0.35610919,0.993364921,0.04318119,0.147797578,0.101829507,0.428692279,0.139677814,0.659220616,0.705683671,0.346144944,0.368945068,9.65e-06,0.993305033,0.023159193,0.260944029,0.08869713,0.098646927,0.131763166,0.091429575,0.459082065,0.204173201,0.227651295
1,0,0,0.055206287,0.654374798,0.000125911,0.56722798,0.115458227,0.741455077,0.057773165,0.167896292,0.034788284,0.388933233,0.001142188,0.286088802,0.025563108,0.309919728,0.096471055,0.833459932,0.767819958,0.42513701,0.504248379,1.09e-05,0.777656752,0.014885463,0.100491726,0.022839258,0.413916818,0.058866961,0.183339601,0.340874405,0.320501462,0.268133023
1,0,0,0.045901417,0.09213859,0.000982699,0.729853395,0.182501944,0.699444514,0.008298969,0.009182335,0.004580123,0.450472386,0.001003942,0.040429668,0.007662939,0.781764439,0.002715139,0.531729089,0.170879192,0.336135874,0.234720809,0.00864068,0.340100747,0.514912427,0.016084146,0.138150352,0.157529877,0.060585297,0.031470357,0.480546165,0.081732528,0.246317424
